class,gill_spore,bruises_odor,gill-color,odor,pop_habitat,spore-print-color,ring-type,gill-size,cap_gill_color,stalk-surface-above-ring,bruises,stalk-surface-below-ring,population,stalk-root,habitat,gill-spacing,stalk-color-above-ring,stalk-color-below-ring,cap_shape_surface,stalk-shape
1,3,10,5,0,33,3,4,0,95,2,1,2,3,1,3,0,7,7,52,0
0,13,16,5,6,45,3,4,1,45,2,1,2,4,2,5,0,7,7,53,0
1,2,13,10,3,21,2,4,0,100,2,1,2,2,1,1,0,7,7,2,0
1,2,10,2,0,21,2,4,0,82,2,1,2,2,1,1,0,7,7,3,0
0,12,16,10,6,45,2,4,1,50,2,1,2,4,2,5,0,7,7,53,0
1,2,13,5,3,33,2,4,0,85,2,1,2,3,1,3,0,7,7,2,0
1,3,13,10,3,23,3,4,0,100,2,1,2,2,1,3,0,7,7,3,0
1,2,10,5,0,31,2,4,0,95,2,1,2,3,1,1,0,7,7,3,0
1,3,13,2,3,21,3,4,0,82,2,1,2,2,1,1,0,7,7,53,0
1,2,15,7,5,50,2,4,0,47,2,1,2,5,0,0,0,6,7,50,1
1,2,10,10,0,51,2,4,0,50,2,1,3,5,3,1,0,7,7,53,0
1,3,13,5,3,31,3,4,0,95,2,1,2,3,1,1,0,7,7,2,0
1,13,5,2,5,45,3,4,1,32,2,0,2,4,2,5,0,7,7,50,0
1,2,13,5,3,51,2,4,0,45,2,1,3,5,3,1,0,7,7,53,0
1,3,10,4,0,31,3,4,0,84,2,1,2,3,1,1,0,7,7,52,0
1,2,10,5,0,21,2,4,0,85,2,1,2,2,1,1,0,7,7,3,0
1,2,10,2,0,33,2,4,0,92,2,1,2,3,1,3,0,7,7,52,0
1,13,10,7,0,40,3,4,1,97,2,1,2,4,0,0,1,7,7,20,1
1,3,13,2,3,31,3,4,0,92,2,1,2,3,1,1,0,7,7,3,0
1,3,5,5,5,1,3,0,0,45,2,0,0,0,2,1,1,7,7,50,1
1,13,13,5,3,40,3,4,1,95,2,1,2,4,0,0,1,7,7,50,1
1,3,10,5,0,23,3,4,0,95,2,1,2,2,1,3,0,7,7,52,0
1,2,5,5,5,31,2,0,0,35,2,0,0,3,2,1,1,7,7,22,1
1,13,5,2,5,55,3,4,1,42,2,0,2,5,2,5,0,7,7,50,0
1,3,5,3,5,1,3,0,0,33,0,0,0,0,2,1,1,7,7,22,1
1,3,10,7,0,34,3,4,0,47,2,1,3,3,3,4,0,7,7,23,0
1,3,10,4,0,31,3,4,0,84,2,1,2,3,1,1,0,7,7,3,0
1,2,10,4,0,33,2,4,0,94,2,1,2,3,1,3,0,7,7,2,0
1,2,13,10,3,34,2,4,0,100,2,1,3,3,3,4,0,7,7,53,0
1,13,5,2,5,45,3,4,1,32,2,0,2,4,2,5,0,7,7,40,0
1,3,10,7,0,54,3,4,0,47,2,1,3,5,3,4,0,7,7,23,0
0,12,16,4,6,35,2,4,1,44,2,1,2,3,2,5,0,7,7,53,0
1,3,10,7,0,54,3,4,0,97,2,1,3,5,3,4,0,7,7,53,0
1,3,10,10,0,31,3,4,0,100,2,1,2,3,1,1,0,7,7,53,0
1,3,5,3,5,31,3,0,0,43,2,0,0,3,2,1,1,7,7,50,1
1,2,5,7,5,1,2,0,0,47,0,0,0,0,2,1,1,7,7,50,1
1,2,5,4,5,1,2,0,0,44,0,0,2,0,2,1,1,7,7,22,1
1,3,10,5,0,34,3,4,0,45,2,1,3,3,3,4,0,7,7,23,0
1,2,10,10,0,21,2,4,0,100,2,1,2,2,1,1,0,7,7,52,0
1,12,5,7,5,45,2,4,1,47,2,0,2,4,2,5,0,7,7,20,0
1,3,10,10,0,34,3,4,0,100,2,1,3,3,3,4,0,7,7,53,0
1,16,10,7,0,40,6,4,1,97,2,1,2,4,0,0,1,7,7,50,1
1,3,10,2,0,21,3,4,0,92,2,1,2,2,1,1,0,7,7,3,0
1,2,5,5,5,31,2,0,0,35,2,0,2,3,2,1,1,7,7,50,1
1,3,10,10,0,31,3,4,0,100,2,1,3,3,3,1,0,7,7,53,0
1,2,13,5,3,51,2,4,0,45,2,1,3,5,3,1,0,7,7,23,0
1,2,10,10,0,33,2,4,0,100,2,1,2,3,1,3,0,7,7,52,0
1,13,5,5,5,55,3,4,1,45,2,0,2,5,2,5,0,7,7,40,0
1,2,10,4,0,33,2,4,0,84,2,1,2,3,1,3,0,7,7,52,0
1,2,13,5,3,21,2,4,0,85,2,1,2,2,1,1,0,7,7,2,0
1,12,5,4,5,55,2,4,1,44,2,0,2,5,2,5,0,7,7,40,0
1,3,13,5,3,23,3,4,0,95,2,1,2,2,1,3,0,7,7,3,0
1,3,13,4,3,21,3,4,0,94,2,1,2,2,1,1,0,7,7,53,0
1,3,10,4,0,31,3,4,0,94,2,1,2,3,1,1,0,7,7,3,0
0,12,16,7,6,35,2,4,1,47,2,1,2,3,2,5,0,7,7,53,0
1,3,5,4,5,31,3,0,0,84,0,0,2,3,2,1,1,7,7,52,1
1,2,10,10,0,33,2,4,0,90,2,1,2,3,1,3,0,7,7,53,0
1,3,10,2,0,21,3,4,0,82,2,1,2,2,1,1,0,7,7,2,0
1,3,15,5,5,50,3,4,0,45,2,1,2,5,0,0,0,3,7,50,1
0,13,16,10,6,35,3,4,1,50,2,1,2,3,2,5,0,7,7,52,0
1,2,13,10,3,54,2,4,0,50,2,1,3,5,3,4,0,7,7,53,0
1,2,5,5,5,1,2,0,0,45,2,0,2,0,2,1,1,7,7,52,1
1,2,13,5,3,23,2,4,0,95,2,1,2,2,1,3,0,7,7,3,0
1,3,10,10,0,23,3,4,0,100,2,1,2,2,1,3,0,7,7,52,0
1,3,10,5,0,33,3,4,0,95,2,1,2,3,1,3,0,7,7,2,0
1,2,13,2,3,23,2,4,0,92,2,1,2,2,1,3,0,7,7,52,0
1,3,10,5,0,21,3,4,0,85,2,1,2,2,1,1,0,7,7,3,0
1,13,5,4,5,45,3,4,1,34,2,0,2,4,2,5,0,7,7,50,0
1,2,10,10,0,31,2,4,0,50,2,1,3,3,3,1,0,7,7,23,0
1,3,5,3,5,1,3,0,0,33,0,0,0,0,2,1,1,7,7,50,1
1,3,13,4,3,23,3,4,0,84,2,1,2,2,1,3,0,7,7,52,0
1,3,13,10,3,33,3,4,0,100,2,1,2,3,1,3,0,7,7,53,0
1,12,5,5,5,45,2,4,1,35,2,0,2,4,2,5,0,7,7,50,0
0,13,16,7,6,35,3,4,1,47,2,1,2,3,2,5,0,7,7,52,0
1,3,13,10,3,21,3,4,0,90,2,1,2,2,1,1,0,7,7,3,0
1,2,10,5,0,23,2,4,0,85,2,1,2,2,1,3,0,7,7,3,0
0,13,16,7,6,45,3,4,1,47,2,1,2,4,2,5,0,7,7,53,0
1,3,13,10,3,33,3,4,0,100,2,1,2,3,1,3,0,7,7,2,0
1,3,13,4,3,33,3,4,0,84,2,1,2,3,1,3,0,7,7,52,0
1,2,13,5,3,33,2,4,0,95,2,1,2,3,1,3,0,7,7,53,0
1,3,13,5,3,21,3,4,0,95,2,1,2,2,1,1,0,7,7,3,0
1,3,10,2,0,33,3,4,0,82,2,1,2,3,1,3,0,7,7,52,0
1,2,10,2,0,31,2,4,0,82,2,1,2,3,1,1,0,7,7,52,0
1,3,13,10,3,54,3,4,0,50,2,1,3,5,3,4,0,7,7,53,0
1,3,10,10,0,33,3,4,0,90,2,1,2,3,1,3,0,7,7,52,0
1,2,5,5,5,31,2,0,0,45,0,0,0,3,2,1,1,7,7,52,1
1,3,13,5,3,34,3,4,0,45,2,1,3,3,3,4,0,7,7,53,0
1,2,13,5,3,51,2,4,0,95,2,1,3,5,3,1,0,7,7,53,0
0,12,16,4,6,41,2,4,1,44,2,1,2,4,2,1,0,7,7,53,0
1,3,10,10,0,21,3,4,0,100,2,1,2,2,1,1,0,7,7,3,0
1,16,13,7,3,40,6,4,1,87,2,1,2,4,0,0,1,7,7,50,1
0,12,16,10,6,35,2,4,1,50,2,1,2,3,2,5,0,7,7,52,0
1,2,13,4,3,21,2,4,0,94,2,1,2,2,1,1,0,7,7,53,0
1,3,5,3,5,1,3,0,0,33,0,0,0,0,2,1,1,7,7,20,1
1,2,13,5,3,31,2,4,0,85,2,1,2,3,1,1,0,7,7,53,0
1,3,10,10,0,33,3,4,0,90,2,1,2,3,1,3,0,7,7,3,0
0,13,16,7,6,35,3,4,1,47,2,1,2,3,2,5,0,7,7,53,0
1,2,13,10,3,31,2,4,0,50,2,1,3,3,3,1,0,7,7,23,0
1,3,13,5,3,23,3,4,0,85,2,1,2,2,1,3,0,7,7,52,0
1,13,10,5,0,40,3,4,1,85,2,1,2,4,0,0,1,7,7,52,1
1,3,10,5,0,54,3,4,0,45,2,1,3,5,3,4,0,7,7,23,0
1,3,10,4,0,23,3,4,0,84,2,1,2,2,1,3,0,7,7,2,0
1,2,5,7,5,1,2,0,0,87,0,0,0,0,2,1,1,7,7,52,1
1,13,5,5,5,45,3,4,1,35,2,0,2,4,2,5,0,7,7,20,0
1,3,10,2,0,31,3,4,0,82,2,1,2,3,1,1,0,7,7,53,0
1,3,13,5,3,51,3,4,0,95,2,1,3,5,3,1,0,7,7,53,0
1,3,13,2,3,31,3,4,0,92,2,1,2,3,1,1,0,7,7,2,0
1,2,13,10,3,31,2,4,0,100,2,1,2,3,1,1,0,7,7,2,0
1,13,13,5,3,40,3,4,1,85,2,1,2,4,0,0,1,7,7,22,1
1,2,10,10,0,23,2,4,0,90,2,1,2,2,1,3,0,7,7,2,0
1,16,10,5,0,40,6,4,1,95,2,1,2,4,0,0,1,7,7,50,1
1,3,13,2,3,23,3,4,0,82,2,1,2,2,1,3,0,7,7,53,0
1,3,13,4,3,23,3,4,0,94,2,1,2,2,1,3,0,7,7,3,0
1,3,10,7,0,54,3,4,0,47,2,1,3,5,3,4,0,7,7,53,0
1,2,13,5,3,33,2,4,0,85,2,1,2,3,1,3,0,7,7,53,0
1,2,13,2,3,33,2,4,0,82,2,1,2,3,1,3,0,7,7,53,0
1,2,10,7,0,54,2,4,0,97,2,1,3,5,3,4,0,7,7,53,0
1,2,13,5,3,23,2,4,0,85,2,1,2,2,1,3,0,7,7,53,0
1,2,13,10,3,23,2,4,0,100,2,1,2,2,1,3,0,7,7,52,0
1,2,13,7,3,31,2,4,0,47,2,1,3,3,3,1,0,7,7,53,0
1,3,13,5,3,21,3,4,0,85,2,1,2,2,1,1,0,7,7,52,0
1,2,13,5,3,31,2,4,0,45,2,1,3,3,3,1,0,7,7,23,0
1,2,13,10,3,33,2,4,0,90,2,1,2,3,1,3,0,7,7,2,0
1,3,15,5,5,50,3,4,0,45,2,1,2,5,0,0,0,3,6,50,1
1,3,13,4,3,33,3,4,0,84,2,1,2,3,1,3,0,7,7,53,0
1,2,13,2,3,21,2,4,0,82,2,1,2,2,1,1,0,7,7,2,0
1,2,13,2,3,23,2,4,0,92,2,1,2,2,1,3,0,7,7,2,0
1,13,13,7,3,40,3,4,1,97,2,1,2,4,0,0,1,7,7,50,1
1,3,13,2,3,23,3,4,0,82,2,1,2,2,1,3,0,7,7,2,0
1,2,5,3,5,1,2,0,0,33,2,0,0,0,2,1,1,7,7,52,1
1,3,10,4,0,21,3,4,0,84,2,1,2,2,1,1,0,7,7,2,0
1,2,13,10,3,33,2,4,0,100,2,1,2,3,1,3,0,7,7,2,0
1,2,10,5,0,54,2,4,0,95,2,1,3,5,3,4,0,7,7,23,0
1,3,10,10,0,54,3,4,0,50,2,1,3,5,3,4,0,7,7,23,0
1,3,10,4,0,33,3,4,0,84,2,1,2,3,1,3,0,7,7,52,0
1,3,13,5,3,31,3,4,0,95,2,1,3,3,3,1,0,7,7,23,0
1,2,10,2,0,31,2,4,0,82,2,1,2,3,1,1,0,7,7,2,0
1,3,10,10,0,23,3,4,0,100,2,1,2,2,1,3,0,7,7,53,0
1,12,5,4,5,45,2,4,1,44,2,0,2,4,2,5,0,7,7,50,0
1,3,10,7,0,51,3,4,0,47,2,1,3,5,3,1,0,7,7,23,0
1,2,10,2,0,23,2,4,0,82,2,1,2,2,1,3,0,7,7,52,0
1,2,13,2,3,21,2,4,0,92,2,1,2,2,1,1,0,7,7,52,0
1,2,13,2,3,21,2,4,0,92,2,1,2,2,1,1,0,7,7,3,0
1,3,10,10,0,34,3,4,0,100,2,1,3,3,3,4,0,7,7,23,0
1,2,13,2,3,21,2,4,0,92,2,1,2,2,1,1,0,7,7,53,0
1,2,10,10,0,23,2,4,0,90,2,1,2,2,1,3,0,7,7,53,0
1,16,10,5,0,40,6,4,1,85,2,1,2,4,0,0,1,7,7,20,1
1,12,5,4,5,55,2,4,1,34,2,0,2,5,2,5,0,7,7,40,0
1,13,13,5,3,40,3,4,1,95,2,1,2,4,0,0,1,7,7,22,1
1,12,5,4,5,55,2,4,1,34,2,0,2,5,2,5,0,7,7,20,0
1,13,5,7,5,55,3,4,1,47,2,0,2,5,2,5,0,7,7,50,0
1,3,10,10,0,21,3,4,0,90,2,1,2,2,1,1,0,7,7,3,0
1,13,10,7,0,40,3,4,1,87,2,1,2,4,0,0,1,7,7,52,1
1,2,13,5,3,33,2,4,0,95,2,1,2,3,1,3,0,7,7,3,0
1,2,10,4,0,33,2,4,0,94,2,1,2,3,1,3,0,7,7,3,0
1,2,13,2,3,31,2,4,0,92,2,1,2,3,1,1,0,7,7,3,0
1,16,13,7,3,40,6,4,1,87,2,1,2,4,0,0,1,7,7,22,1
1,12,5,2,5,55,2,4,1,32,2,0,2,5,2,5,0,7,7,20,0
1,13,10,10,0,40,3,4,1,90,2,1,2,4,0,0,1,7,7,22,1
1,2,10,7,0,51,2,4,0,97,2,1,3,5,3,1,0,7,7,23,0
1,3,13,10,3,33,3,4,0,90,2,1,2,3,1,3,0,7,7,53,0
1,13,5,7,5,55,3,4,1,47,2,0,2,5,2,5,0,7,7,40,0
1,2,13,5,3,34,2,4,0,45,2,1,3,3,3,4,0,7,7,53,0
1,2,10,5,0,34,2,4,0,45,2,1,3,3,3,4,0,7,7,53,0
1,16,10,5,0,40,6,4,1,95,2,1,2,4,0,0,1,7,7,20,1
0,13,16,7,6,31,3,4,1,47,2,1,2,3,2,1,0,7,7,22,0
0,13,16,4,6,45,3,4,1,44,2,1,2,4,2,5,0,7,7,52,0
1,3,13,10,3,34,3,4,0,50,2,1,3,3,3,4,0,7,7,23,0
1,2,10,10,0,31,2,4,0,100,2,1,3,3,3,1,0,7,7,53,0
1,3,10,4,0,23,3,4,0,94,2,1,2,2,1,3,0,7,7,2,0
1,3,5,3,5,1,3,0,0,83,0,0,2,0,2,1,1,7,7,20,1
1,3,10,7,0,31,3,4,0,47,2,1,3,3,3,1,0,7,7,23,0
1,3,10,5,0,31,3,4,0,85,2,1,2,3,1,1,0,7,7,53,0
1,2,13,10,3,23,2,4,0,100,2,1,2,2,1,3,0,7,7,2,0
1,3,10,10,0,21,3,4,0,100,2,1,2,2,1,1,0,7,7,52,0
1,2,10,2,0,21,2,4,0,92,2,1,2,2,1,1,0,7,7,3,0
1,2,13,2,3,23,2,4,0,82,2,1,2,2,1,3,0,7,7,52,0
1,2,10,10,0,33,2,4,0,100,2,1,2,3,1,3,0,7,7,2,0
1,3,10,10,0,31,3,4,0,100,2,1,2,3,1,1,0,7,7,3,0
0,13,16,5,6,41,3,4,1,45,2,1,2,4,2,1,0,7,7,52,0
1,3,5,7,5,31,3,0,0,37,2,0,2,3,2,1,1,7,7,52,1
1,3,5,7,5,1,3,0,0,47,0,0,2,0,2,1,1,7,7,22,1
1,13,10,5,0,40,3,4,1,85,2,1,2,4,0,0,1,7,7,50,1
1,13,5,7,5,45,3,4,1,37,2,0,2,4,2,5,0,7,7,20,0
1,13,5,4,5,55,3,4,1,44,2,0,2,5,2,5,0,7,7,20,0
1,2,10,4,0,31,2,4,0,94,2,1,2,3,1,1,0,7,7,3,0
1,16,10,5,0,40,6,4,1,85,2,1,2,4,0,0,1,7,7,50,1
1,13,5,5,5,45,3,4,1,35,2,0,2,4,2,5,0,7,7,40,0
1,13,5,4,5,45,3,4,1,44,2,0,2,4,2,5,0,7,7,50,0
1,3,5,3,5,1,3,0,0,83,0,0,2,0,2,1,1,7,7,50,1
1,2,13,5,3,54,2,4,0,45,2,1,3,5,3,4,0,7,7,53,0
1,2,10,4,0,21,2,4,0,94,2,1,2,2,1,1,0,7,7,2,0
1,2,13,4,3,31,2,4,0,84,2,1,2,3,1,1,0,7,7,53,0
1,3,10,4,0,21,3,4,0,94,2,1,2,2,1,1,0,7,7,53,0
1,2,13,10,3,23,2,4,0,90,2,1,2,2,1,3,0,7,7,52,0
1,2,13,5,3,31,2,4,0,85,2,1,2,3,1,1,0,7,7,2,0
1,3,10,7,0,54,3,4,0,97,2,1,3,5,3,4,0,7,7,23,0
0,13,16,5,6,35,3,4,1,45,2,1,2,3,2,5,0,7,7,52,0
1,12,5,5,5,55,2,4,1,35,2,0,2,5,2,5,0,7,7,20,0
1,3,13,10,3,31,3,4,0,100,2,1,2,3,1,1,0,7,7,2,0
1,3,10,10,0,34,3,4,0,50,2,1,3,3,3,4,0,7,7,23,0
1,3,10,4,0,33,3,4,0,94,2,1,2,3,1,3,0,7,7,52,0
1,12,5,4,5,55,2,4,1,44,2,0,2,5,2,5,0,7,7,50,0
1,3,10,10,0,54,3,4,0,100,2,1,3,5,3,4,0,7,7,23,0
1,3,10,5,0,54,3,4,0,45,2,1,3,5,3,4,0,7,7,53,0
1,2,10,5,0,31,2,4,0,85,2,1,2,3,1,1,0,7,7,52,0
0,12,16,5,6,31,2,4,1,85,2,1,2,3,2,1,0,7,7,53,0
1,2,13,10,3,54,2,4,0,50,2,1,3,5,3,4,0,7,7,23,0
0,12,16,4,6,31,2,4,1,44,2,1,2,3,2,1,0,7,7,22,0
1,2,5,4,5,31,2,0,0,84,0,0,2,3,2,1,1,7,7,50,1
1,2,10,4,0,33,2,4,0,84,2,1,2,3,1,3,0,7,7,3,0
1,12,5,7,5,45,2,4,1,47,2,0,2,4,2,5,0,7,7,40,0
1,3,13,2,3,33,3,4,0,92,2,1,2,3,1,3,0,7,7,53,0
1,16,10,7,0,40,6,4,1,87,2,1,2,4,0,0,1,7,7,22,1
1,2,10,5,0,33,2,4,0,95,2,1,2,3,1,3,0,7,7,52,0
1,2,5,7,5,31,2,0,0,37,2,0,0,3,2,1,1,7,7,20,1
0,13,16,5,6,31,3,4,1,85,2,1,2,3,2,1,0,7,7,53,0
1,2,10,7,0,31,2,4,0,97,2,1,3,3,3,1,0,7,7,53,0
1,2,5,5,5,1,2,0,0,45,2,0,2,0,2,1,1,7,7,20,1
1,2,10,10,0,33,2,4,0,90,2,1,2,3,1,3,0,7,7,52,0
1,3,13,2,3,33,3,4,0,92,2,1,2,3,1,3,0,7,7,3,0
1,13,5,2,5,45,3,4,1,32,2,0,2,4,2,5,0,7,7,20,0
1,16,13,7,3,40,6,4,1,97,2,1,2,4,0,0,1,7,7,50,1
1,3,10,2,0,23,3,4,0,92,2,1,2,2,1,3,0,7,7,52,0
1,13,5,5,5,55,3,4,1,45,2,0,2,5,2,5,0,7,7,20,0
1,3,5,3,5,31,3,0,0,33,0,0,2,3,2,1,1,7,7,50,1
1,2,13,7,3,34,2,4,0,97,2,1,3,3,3,4,0,7,7,53,0
1,13,13,7,3,40,3,4,1,87,2,1,2,4,0,0,1,7,7,22,1
1,2,13,4,3,31,2,4,0,94,2,1,2,3,1,1,0,7,7,52,0
1,2,10,7,0,54,2,4,0,97,2,1,3,5,3,4,0,7,7,23,0
0,12,16,4,6,45,2,4,1,44,2,1,2,4,2,5,0,7,7,53,0
1,16,13,10,3,40,6,4,1,90,2,1,2,4,0,0,1,7,7,50,1
1,2,13,10,3,21,2,4,0,90,2,1,2,2,1,1,0,7,7,52,0
1,3,10,2,0,23,3,4,0,92,2,1,2,2,1,3,0,7,7,53,0
1,3,10,2,0,31,3,4,0,92,2,1,2,3,1,1,0,7,7,2,0
1,16,10,10,0,40,6,4,1,100,2,1,2,4,0,0,1,7,7,52,1
1,16,10,5,0,40,6,4,1,95,2,1,2,4,0,0,1,7,7,52,1
1,2,5,5,5,31,2,0,0,85,0,0,2,3,2,1,1,7,7,50,1
1,3,10,10,0,33,3,4,0,90,2,1,2,3,1,3,0,7,7,2,0
0,12,16,10,6,41,2,4,1,90,2,1,2,4,2,1,0,7,7,53,0
1,3,10,2,0,21,3,4,0,92,2,1,2,2,1,1,0,7,7,53,0
1,2,5,4,5,31,2,0,0,34,2,0,0,3,2,1,1,7,7,22,1
0,13,16,5,6,31,3,4,1,45,2,1,2,3,2,1,0,7,7,52,0
1,2,10,10,0,23,2,4,0,90,2,1,2,2,1,3,0,7,7,3,0
1,2,10,4,0,23,2,4,0,84,2,1,2,2,1,3,0,7,7,52,0
1,13,13,5,3,40,3,4,1,95,2,1,2,4,0,0,1,7,7,20,1
1,2,10,4,0,21,2,4,0,94,2,1,2,2,1,1,0,7,7,52,0
1,2,13,10,3,21,2,4,0,90,2,1,2,2,1,1,0,7,7,3,0
1,3,10,10,0,51,3,4,0,50,2,1,3,5,3,1,0,7,7,53,0
1,3,13,10,3,31,3,4,0,100,2,1,2,3,1,1,0,7,7,52,0
1,13,5,7,5,45,3,4,1,47,2,0,2,4,2,5,0,7,7,50,0
1,3,13,5,3,31,3,4,0,95,2,1,2,3,1,1,0,7,7,52,0
1,3,13,10,3,51,3,4,0,100,2,1,3,5,3,1,0,7,7,53,0
0,13,16,10,6,31,3,4,1,50,2,1,2,3,2,1,0,7,7,52,0
1,3,10,2,0,23,3,4,0,82,2,1,2,2,1,3,0,7,7,52,0
1,3,10,10,0,33,3,4,0,100,2,1,2,3,1,3,0,7,7,52,0
1,2,13,4,3,21,2,4,0,84,2,1,2,2,1,1,0,7,7,53,0
1,3,10,5,0,51,3,4,0,95,2,1,3,5,3,1,0,7,7,53,0
1,2,10,10,0,31,2,4,0,100,2,1,3,3,3,1,0,7,7,23,0
1,3,10,4,0,33,3,4,0,84,2,1,2,3,1,3,0,7,7,53,0
1,12,5,2,5,45,2,4,1,32,2,0,2,4,2,5,0,7,7,40,0
1,12,5,5,5,55,2,4,1,45,2,0,2,5,2,5,0,7,7,20,0
1,12,5,5,5,45,2,4,1,35,2,0,2,4,2,5,0,7,7,40,0
1,2,10,5,0,23,2,4,0,85,2,1,2,2,1,3,0,7,7,53,0
0,12,16,4,6,35,2,4,1,84,2,1,2,3,2,5,0,7,7,52,0
1,2,5,3,5,31,2,0,0,33,2,0,0,3,2,1,1,7,7,52,1
1,2,13,2,3,31,2,4,0,92,2,1,2,3,1,1,0,7,7,53,0
0,13,16,4,6,31,3,4,1,84,2,1,2,3,2,1,0,7,7,53,0
1,2,10,2,0,23,2,4,0,92,2,1,2,2,1,3,0,7,7,52,0
0,12,16,7,6,45,2,4,1,47,2,1,2,4,2,5,0,7,7,52,0
1,2,13,5,3,23,2,4,0,95,2,1,2,2,1,3,0,7,7,2,0
1,2,13,2,3,33,2,4,0,82,2,1,2,3,1,3,0,7,7,3,0
0,13,16,7,6,31,3,4,1,87,2,1,2,3,2,1,0,7,7,53,0
0,12,16,5,6,35,2,4,1,45,2,1,2,3,2,5,0,7,7,52,0
1,3,5,5,5,1,3,0,0,35,2,0,0,0,2,1,1,7,7,52,1
1,3,13,10,3,51,3,4,0,50,2,1,3,5,3,1,0,7,7,53,0
1,3,5,4,5,1,3,0,0,84,0,0,0,0,2,1,1,7,7,20,1
1,3,13,5,3,34,3,4,0,45,2,1,3,3,3,4,0,7,7,23,0
1,2,13,10,3,33,2,4,0,90,2,1,2,3,1,3,0,7,7,3,0
1,2,10,5,0,21,2,4,0,85,2,1,2,2,1,1,0,7,7,2,0
1,3,5,5,5,31,3,0,0,35,2,0,0,3,2,1,1,7,7,52,1
1,2,10,5,0,51,2,4,0,45,2,1,3,5,3,1,0,7,7,23,0
1,2,13,10,3,33,2,4,0,90,2,1,2,3,1,3,0,7,7,52,0
1,12,5,5,5,45,2,4,1,35,2,0,2,4,2,5,0,7,7,20,0
1,3,5,3,5,1,3,0,0,43,0,0,2,0,2,1,1,7,7,22,1
1,3,5,5,5,31,3,0,0,35,2,0,0,3,2,1,1,7,7,50,1
1,2,5,7,5,1,2,0,0,87,2,0,0,0,2,1,1,7,7,22,1
0,13,16,4,6,35,3,4,1,84,2,1,2,3,2,5,0,7,7,52,0
1,2,13,7,3,31,2,4,0,97,2,1,3,3,3,1,0,7,7,53,0
1,2,13,2,3,31,2,4,0,82,2,1,2,3,1,1,0,7,7,2,0
1,2,5,7,5,1,2,0,0,37,2,0,2,0,2,1,1,7,7,20,1
1,2,13,2,3,31,2,4,0,82,2,1,2,3,1,1,0,7,7,3,0
1,3,10,5,0,23,3,4,0,95,2,1,2,2,1,3,0,7,7,2,0
1,13,5,5,5,55,3,4,1,35,2,0,2,5,2,5,0,7,7,40,0
1,2,13,7,3,31,2,4,0,97,2,1,3,3,3,1,0,7,7,23,0
1,3,13,10,3,21,3,4,0,90,2,1,2,2,1,1,0,7,7,2,0
1,16,13,5,3,40,6,4,1,85,2,1,2,4,0,0,1,7,7,50,1
1,2,10,5,0,34,2,4,0,95,2,1,3,3,3,4,0,7,7,23,0
1,12,5,7,5,55,2,4,1,37,2,0,2,5,2,5,0,7,7,20,0
1,2,13,2,3,33,2,4,0,82,2,1,2,3,1,3,0,7,7,52,0
1,16,13,10,3,40,6,4,1,100,2,1,2,4,0,0,1,7,7,20,1
1,12,5,7,5,55,2,4,1,37,2,0,2,5,2,5,0,7,7,40,0
1,3,10,2,0,31,3,4,0,82,2,1,2,3,1,1,0,7,7,3,0
1,2,10,4,0,21,2,4,0,84,2,1,2,2,1,1,0,7,7,2,0
1,3,5,5,5,31,3,0,0,45,2,0,2,3,2,1,1,7,7,20,1
1,2,10,4,0,23,2,4,0,94,2,1,2,2,1,3,0,7,7,3,0
1,2,15,5,5,40,2,4,0,45,2,1,2,4,0,0,0,7,3,50,1
1,2,13,5,3,31,2,4,0,45,2,1,3,3,3,1,0,7,7,53,0
1,3,10,7,0,31,3,4,0,47,2,1,3,3,3,1,0,7,7,53,0
1,3,10,10,0,33,3,4,0,100,2,1,2,3,1,3,0,7,7,3,0
1,2,10,7,0,31,2,4,0,97,2,1,3,3,3,1,0,7,7,23,0
1,2,13,5,3,23,2,4,0,95,2,1,2,2,1,3,0,7,7,53,0
1,2,5,3,5,31,2,0,0,43,2,0,2,3,2,1,1,7,7,52,1
1,2,10,2,0,33,2,4,0,82,2,1,2,3,1,3,0,7,7,53,0
1,2,13,10,3,23,2,4,0,100,2,1,2,2,1,3,0,7,7,3,0
1,3,10,5,0,51,3,4,0,45,2,1,3,5,3,1,0,7,7,53,0
1,2,13,10,3,34,2,4,0,50,2,1,3,3,3,4,0,7,7,23,0
1,2,10,10,0,51,2,4,0,50,2,1,3,5,3,1,0,7,7,23,0
1,2,13,5,3,34,2,4,0,95,2,1,3,3,3,4,0,7,7,23,0
1,16,13,5,3,40,6,4,1,95,2,1,2,4,0,0,1,7,7,52,1
1,2,10,2,0,33,2,4,0,82,2,1,2,3,1,3,0,7,7,3,0
1,2,13,4,3,23,2,4,0,84,2,1,2,2,1,3,0,7,7,2,0
1,2,10,5,0,31,2,4,0,95,2,1,2,3,1,1,0,7,7,53,0
1,16,13,7,3,40,6,4,1,87,2,1,2,4,0,0,1,7,7,20,1
1,2,10,5,0,31,2,4,0,95,2,1,2,3,1,1,0,7,7,52,0
1,3,13,5,3,23,3,4,0,95,2,1,2,2,1,3,0,7,7,2,0
1,2,10,10,0,51,2,4,0,100,2,1,3,5,3,1,0,7,7,23,0
0,12,16,10,6,31,2,4,1,50,2,1,2,3,2,1,0,7,7,53,0
0,12,16,10,6,45,2,4,1,90,2,1,2,4,2,5,0,7,7,53,0
1,3,13,2,3,31,3,4,0,92,2,1,2,3,1,1,0,7,7,52,0
